상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번주소,도로명코드,도로명,건물관리번호,도로명주소,우편번호,층정보
MA0101202311A0097724,킴브로스,보은점,I2,음식,I204,서양식,I20401,경양식,I56123,서양식 음식점업,43,충청북도,43720,보은군,43720250,보은읍,4372025021,보은읍,4372025021101109760,1,대지,충청북도 보은군 보은읍 삼산리 111-1,437203241015,충청북도 보은군 보은읍 삼산로,4.37202502110111e+24,충청북도 보은군 보은읍 삼산로 56-5,28947.0,1.0
MA0101202311A0062050,호식이두마리치킨,용암점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4311112400127079424,1,대지,충청북도 청주시 상당구 용암동 2708,431114508724,충청북도 청주시 상당구 호미로165번길,4.31111240012708e+24,충청북도 청주시 상당구 호미로165번길 73,28762.0,1.0
MA0101202311A0084060,보드게임카페홈즈앤루팡청주율량,사천점,I2,음식,I212,비알코올,I21201,카페,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43114,청주시 청원구,43114550,오근장동,4311410500,주성동,4311410500103569920,1,대지,충청북도 청주시 청원구 주성동 357,431144844115,충청북도 청주시 청원구 주성로279번길,4.31141050010357e+24,충청북도 청주시 청원구 주성로279번길 27,28318.0,5.0
MA0101202311A0005745,세븐청주오창한별점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4311425345107690496,1,대지,충청북도 청주시 청원구 오창읍 양청리 769-1,431144520429,충청북도 청주시 청원구 오창읍 양청1길,4.31142534510769e+24,충청북도 청주시 청원구 오창읍 양청1길 27,28115.0,1.0
MA0101202311A0094743,비비큐청주,운천점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43113,청주시 흥덕구,43113700,운천.신봉동,4311310400,운천동,4311310400111219712,1,대지,충청북도 청주시 흥덕구 운천동 1122,431133237036,충청북도 청주시 흥덕구 사운로,4.31131040011122e+24,충청북도 청주시 흥덕구 사운로 211,28470.0,1.0
MA0101202406A0398552,굴림타코야끼,제천점,I2,음식,I204,서양식,I20499,기타 서양식 음식점,I56122,일식 음식점업,43,충청북도,43150,제천시,43150528,중앙동,4315010100,의림동,4315010100100259840,1,대지,충청북도 제천시 의림동 26-6,431504518051,충청북도 제천시 칠성로10길,4.31501010010026e+24,충청북도 제천시 칠성로10길 14,27165.0,1.0
MA0101202406A0103049,위클리베이글,오창점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4311425345108209664,1,대지,충청북도 청주시 청원구 오창읍 양청리 821-4,431143240077,충청북도 청주시 청원구 오창읍 중심상업로,4.37102534500821e+24,충청북도 청주시 청원구 오창읍 중심상업로 7,28120.0,1.0
MA0101202311A0092570,서가닭발,증평점,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56113,한식 육류 요리 전문점,43,충청북도,43745,증평군,43745250,증평읍,4374525030,증평읍,4374525030105370112,1,대지,충청북도 증평군 증평읍 초중리 537-1,437453244020,충청북도 증평군 증평읍 초중로,4.37452503010537e+24,충청북도 증평군 증평읍 초중로 27,27939.0,1.0
MA0101202406A0446882,오유미당,본점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43112,청주시 서원구,43112560,분평동,4311210600,분평동,4311210600113679872,1,대지,충청북도 청주시 서원구 분평동 1368,431123236001,충청북도 청주시 서원구 1순환로,4.31131080011368e+24,충청북도 청주시 서원구 1순환로 1109,28800.0,1.0
MA0101202406A0414613,골프존파크중앙탑,신도시점,R1,예술·스포츠,R103,스포츠 서비스,R10311,골프 연습장,R91136,골프 연습장 운영업,43,충청북도,43130,충주시,43130385,중앙탑면,4313038526,중앙탑면,4313038526106650112,1,대지,충청북도 충주시 중앙탑면 용전리 665,431304515555,충청북도 충주시 중앙탑면 원앙길,4.31303852610665e+24,충청북도 충주시 중앙탑면 원앙길 8-14,27465.0,7.0
MA0101202406A0058004,피씨테그신,연수점,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,43,충청북도,43130,충주시,43130630,연수동,4313011800,연수동,4313011800116090368,1,대지,충청북도 충주시 연수동 1609,431303238002,충청북도 충주시 갱고개로,4.31301180011609e+24,충청북도 충주시 갱고개로 154,27352.0,3.0
MA0101202406A0139995,안성깍두기오창,호수공원점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4311425345107520000,1,대지,충청북도 청주시 청원구 오창읍 양청리 752-7,431143240006,충청북도 청주시 청원구 오창읍 과학산업2로,4.37102534500752e+24,충청북도 청주시 청원구 오창읍 과학산업2로 369,28115.0,1.0
MA0101202406A0063265,산남동한우포차지웰,직영점,I2,음식,I201,한식,I20108,소고기 구이/찜,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400132400128,1,대지,충청북도 청주시 흥덕구 복대동 3240,431134511866,충청북도 청주시 흥덕구 진재로110번길,4.3113114001324e+24,충청북도 청주시 흥덕구 진재로110번길 7,28426.0,1.0
MA0101202406A0382913,판타스틱코인노래연습장청주,율량점,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4311410300120410112,1,대지,충청북도 청주시 청원구 율량동 2041,431144844105,충청북도 청주시 청원구 율량로190번길,4.31141030012041e+24,충청북도 청주시 청원구 율량로190번길 31,28320.0,2.0
MA0101202406A0025103,비에이치씨청주,수곡점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43112,청주시 서원구,43112570,수곡1동,4311210700,수곡동,4311210700100760576,1,대지,충청북도 청주시 서원구 수곡동 76-10,431123236067,충청북도 청주시 서원구 청남로,4.31131090010076e+24,충청북도 청주시 서원구 청남로 2040,28709.0,1.0
MA0101202406A0116820,리얼프랜드,제천점,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,43,충청북도,43150,제천시,43150560,용두동,4315011100,하소동,4315011100101660160,1,대지,충청북도 제천시 하소동 166-21,431504517661,충청북도 제천시 용두대로7길,4.31501110010166e+24,충청북도 제천시 용두대로7길 10,27160.0,1.0
MA0101202406A0243718,완미족발청주,산남점,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,43,충청북도,43112,청주시 서원구,43112550,산남동,4311210400,산남동,4311210400105710080,1,대지,충청북도 청주시 서원구 산남동 571,431124511541,충청북도 청주시 서원구 산남로70번길,4.31131060010571e+24,충청북도 청주시 서원구 산남로70번길 17,28625.0,1.0
MA0101202406A0021227,아구듬뿍앤알곤마니,연수점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43130,충주시,43130630,연수동,4313011800,연수동,4313011800108519424,1,대지,충청북도 충주시 연수동 852,431304515018,충청북도 충주시 연수상가1길,4.31301180010852e+24,충청북도 충주시 연수상가1길 17,27347.0,1.0
MA0101202406A0111549,더캠프PC방,청주봉명점,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,43,충청북도,43113,청주시 흥덕구,43113756,봉명2.송정동,4311311500,봉명동,4311311500127229952,1,대지,충청북도 청주시 흥덕구 봉명동 2723,431134511374,충청북도 청주시 흥덕구 백봉로197번길,4.31131150012723e+24,충청북도 청주시 흥덕구 백봉로197번길 8,28465.0,4.0
MA0101202406A0484719,꾸브라꼬숯불두마리치킨,수곡점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43112,청주시 서원구,43112580,수곡2동,4311210700,수곡동,4311210700109309952,1,대지,충청북도 청주시 서원구 수곡동 931,431124511620,충청북도 청주시 서원구 수곡로37번길,4.31131090010931e+24,충청북도 청주시 서원구 수곡로37번길 16-10,28697.0,1.0
MA0101202406A0260795,황보네수제튀김,2호점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400127729664,1,대지,충청북도 청주시 흥덕구 복대동 2773,431134511883,충청북도 청주시 흥덕구 짐대로38번길,4.31131140012773e+24,충청북도 청주시 흥덕구 짐대로38번길 15,28417.0,1.0
MA0101202406A0315431,씨유청주내수,센터점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43114,청주시 청원구,43114250,내수읍,4311425022,내수읍,4311425022101560320,1,대지,충청북도 청주시 청원구 내수읍 마산리 156-7,431143240079,충청북도 청주시 청원구 내수읍 청암로,4.37102502200202e+24,충청북도 청주시 청원구 내수읍 청암로 56,28145.0,1.0
MA0101202406A0310413,전자담배,백화점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43111,청주시 상당구,43111670,영운동,4311111900,영운동,4311111900101729792,1,대지,충청북도 청주시 상당구 영운동 173-14,431113236065,충청북도 청주시 상당구 단재로,4.31111190010173e+24,충청북도 청주시 상당구 단재로 141-1,28738.0,1.0
MA0101202406A0323607,피자헛충북,제천점,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43150,제천시,43150590,청전동,4315011300,청전동,4315011300106350080,1,대지,충청북도 제천시 청전동 635-1,431502239003,충청북도 제천시 청전대로,4.31501130010641e+24,충청북도 제천시 청전대로 165,27147.0,1.0
MA0101202406A0224708,본죽&비빔밥청주오송,파라곤점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113250,오송읍,4311325031,오송읍,4311325031109880320,1,대지,충청북도 청주시 흥덕구 오송읍 봉산리 988,431133351770,충청북도 청주시 흥덕구 오송읍 오송생명7로,4.31132503110988e+24,충청북도 청주시 흥덕구 오송읍 오송생명7로 146,28222.0,1.0
MA0101202406A0096519,쌈마이대패,복대점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400130380288,1,대지,충청북도 청주시 흥덕구 복대동 3038,431133237078,충청북도 청주시 흥덕구 죽천로,4.31131140013038e+24,충청북도 청주시 흥덕구 죽천로 96-2,28426.0,1.0
MA0101202406A0081225,땅스부대찌개사창,시장점,I2,음식,I201,한식,I20102,국/탕/찌개류,G47219,기타 식료품 소매업,43,충청북도,43112,청주시 서원구,43112530,사창동,4311210200,사창동,4311210200103029760,1,대지,충청북도 청주시 서원구 사창동 303-2,431123237083,충청북도 청주시 서원구 창신로,4.31131020010303e+24,충청북도 청주시 서원구 창신로 39,28647.0,1.0
MA0101202406A0456955,더벤티연수,중앙점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43130,충주시,43130630,연수동,4313011800,연수동,4313011800113249792,1,대지,충청북도 충주시 연수동 1325,431302238004,충청북도 충주시 번영대로,4.31301180011325e+24,충청북도 충주시 번영대로 211,27344.0,1.0
MA0101202406A0193384,소녀폰,지웰시티점,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4311311400133790208,1,대지,충청북도 청주시 흥덕구 복대동 3379,431133237020,충청북도 청주시 흥덕구 대농로,4.31131140010288e+24,충청북도 청주시 흥덕구 대농로 43,28424.0,1.0
MA0101202406A0002755,클라운지제천,2호점,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,43,충청북도,43150,제천시,43150605,화산동,4315012100,강제동,4315012100108480000,1,대지,충청북도 제천시 강제동 848-1,431504517996,충청북도 제천시 청풍호로10길,4.31501210010848e+24,충청북도 제천시 청풍호로10길 36,27192.0,2.0
MA0101202406A0498516,파리바게뜨충북,제천점,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,43,충청북도,43150,제천시,43150528,중앙동,4315010600,중앙로1가,4315010600100780032,1,대지,충청북도 제천시 중앙로1가 78-1,431504518097,충청북도 제천시 풍양로15길,4.31501060010078e+24,충청북도 제천시 풍양로15길 1,27173.0,1.0
MA0101202406A0087862,고요,동남점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4311112400131970048,1,대지,충청북도 청주시 상당구 용암동 3197,431114857346,충청북도 청주시 상당구 중고개로125번길,4.31111240013197e+24,충청북도 청주시 상당구 중고개로125번길 32-10,28808.0,1.0
MA0101202406A0408728,덕수파스타충주,연수점,I2,음식,I204,서양식,I20402,파스타/스테이크,I56123,서양식 음식점업,43,충청북도,43130,충주시,43130630,연수동,4313011800,연수동,4313011800114929664,1,대지,충청북도 충주시 연수동 1493,431302238001,충청북도 충주시 계명대로,4.31301180011493e+24,충청북도 충주시 계명대로 229-1,27352.0,1.0
MA0101202406A0387981,좋은계란할인점오송,파라곤점,G2,소매,G205,식료품 소매,G20509,반찬/식료품 소매업,G47219,기타 식료품 소매업,43,충청북도,43113,청주시 흥덕구,43113250,오송읍,4311325031,오송읍,4311325031107980288,1,대지,충청북도 청주시 흥덕구 오송읍 봉산리 798,431133351770,충청북도 청주시 흥덕구 오송읍 오송생명7로,4.31132503110798e+24,충청북도 청주시 흥덕구 오송읍 오송생명7로 151,28222.0,1.0
MA0101202406A0091148,불막열삼,청주사천점,I2,음식,I201,한식,I20109,곱창 전골/구이,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410400,사천동,4311410400104460288,1,대지,충청북도 청주시 청원구 사천동 446-4,431143236050,충청북도 청주시 청원구 율봉로,4.31111160010446e+24,충청북도 청주시 청원구 율봉로 15,28342.0,1.0
MA0101202406A0098252,비비큐,사천점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4311410300115809792,1,대지,충청북도 청주시 청원구 율량동 1581,431143236023,충청북도 청주시 청원구 사뜸로,4.31111150011581e+24,충청북도 청주시 청원구 사뜸로 17,28347.0,1.0
